TITLE	COMPND	SOURCE	NAME	cluster_label
ALPHAFOLD MONOMER V2.0 PREDICTION FOR MFS DOMAIN-CONTAINING PROTEIN2 (A0A2E5TXU1)	MOL_ID: 1;2 MOLECULE: MFS DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHLOROFLEXI BACTERIUM;3 ORGANISM_TAXID: 2026724	MFS DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR GGDEF DOMAIN-CONTAINING PROTEIN2 (A0A7V6HQY9)	MOL_ID: 1;2 MOLECULE: GGDEF DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACHOLEPLASMATACEAE BACTERIUM;3 ORGANISM_TAXID: 1898209	GGDEF DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7C8UZU4)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ORBILIA OLIGOSPORA;3 ORGANISM_TAXID: 2813651	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR R2-LIKE LIGAND-BINDING OXIDASE2 (A0A848DPJ3)	MOL_ID: 1;2 MOLECULE: R2-LIKE LIGAND-BINDING OXIDASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDONOCARDIA BANNENSIS;3 ORGANISM_TAXID: 630973	R2-LIKE LIGAND-BINDING OXIDASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAI (A0A498G3U4)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HALOBELLUS SP. ATLIT-38R;3 ORGANISM_TAXID: 2282131	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2M8BNC3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM3 CG_4_9_14_3_UM_FILTER_63_12;4 ORGANISM_TAXID: 1973967	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A5R9EE30)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES MARIANII;3 ORGANISM_TAXID: 1817406	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT M2 ISOFORM X4 (A0A6P8UT13)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2 ISOFORM X4;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GYMNODRACO ACUTICEPS;3 ORGANISM_TAXID: 8218	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2 ISOFORM X4	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0R3CJH1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BRADYRHIZOBIUM YUANMINGENSE;3 ORGANISM_TAXID: 108015	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN (A0A4R6ULT2)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PERMIANIBACTER AGGREGANS;3 ORGANISM_TAXID: 1510150	METHYL-ACCEPTING CHEMOTAXIS PROTEIN	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2V7E8I6)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS ROKUBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2053607	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (G2NM81)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. (STRAIN SIREXAA-E / ACTE);3 ORGANISM_TAXID: 862751	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHAGE TAIL TAPE-MEASURE PROTEIN2 (A0A2W6SL58)	MOL_ID: 1;2 MOLECULE: PHAGE TAIL TAPE-MEASURE PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CITROMICROBIUM SP;3 ORGANISM_TAXID: 2024827	PHAGE TAIL TAPE-MEASURE PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR ALPHA-E DOMAIN-CONTAINING2 PROTEIN (A0A0D8HHG1)	MOL_ID: 1;2 MOLECULE: ALPHA-E DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDITHRIX FERROOXIDANS;3 ORGANISM_TAXID: 1280514	ALPHA-E DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A835M1Q7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: COPTIS CHINENSIS;3 ORGANISM_TAXID: 261450	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7Y5NMP8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: POLYANGIACEAE BACTERIUM;3 ORGANISM_TAXID: 2268199	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE DOMAIN-2 CONTAINING PROTEIN (A0A6L7UVI2)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHLOROFLEXI BACTERIUM;3 ORGANISM_TAXID: 2026724	HISTIDINE KINASE DOMAIN-CONTAINING PROTEIN	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A4U8UV92)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STEINERNEMA CARPOCAPSAE;3 ORGANISM_TAXID: 34508	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2A5HRK5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALTEROMONADACEAE BACTERIUM;3 ORGANISM_TAXID: 1916082	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAC (A0A7Y6AJB4)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAC;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ARTHROBACTER SP. C9C5;3 ORGANISM_TAXID: 2735267	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAC	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FTCD_C DOMAIN-CONTAINING2 PROTEIN (A0A351B127)	MOL_ID: 1;2 MOLECULE: FTCD_C DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DESULFOBACTERALES BACTERIUM;3 ORGANISM_TAXID: 2044940	FTCD_C DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2M6VI23)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LIMNOHABITANS SP. G3-2;3 ORGANISM_TAXID: 1100711	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A5J6P865)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CELLVIBRIO SP. KY-GH-1;3 ORGANISM_TAXID: 2303332	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAC (A0A538N1C1)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAC;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1883427	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAC	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A353DPD5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DEHALOCOCCOIDIA BACTERIUM;3 ORGANISM_TAXID: 2026734	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOTIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A845HSL0)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOTIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DUGANELLA FENTIANENSIS;3 ORGANISM_TAXID: 2692177	RIBONUCLEOTIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	14
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7G2C5M3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ANGOMONAS DEANEI;3 ORGANISM_TAXID: 59799	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A538C9Y3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1883427	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3M6V6S3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PERONOSPORA EFFUSA;3 ORGANISM_TAXID: 542832	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT M2-LIKE (A0A3Q3Q2Y5)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2-LIKE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MONOPTERUS ALBUS;3 ORGANISM_TAXID: 43700	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2-LIKE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HAMP DOMAIN-CONTAINING PROTEIN2 (A0A1C3XMV2)	MOL_ID: 1;2 MOLECULE: HAMP DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHIZOBIUM LUSITANUM;3 ORGANISM_TAXID: 293958	HAMP DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A534P473)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7V8A495)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HYPHOMONADACEAE BACTERIUM;3 ORGANISM_TAXID: 2026748	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A1W1ZXL2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: KIBDELOSPORANGIUM ARIDUM;3 ORGANISM_TAXID: 2030	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN (A0A2R7S9N7)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PELOMONAS SP. HMWF004;3 ORGANISM_TAXID: 2056841	METHYL-ACCEPTING CHEMOTAXIS PROTEIN	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METAL-DEPENDENT HYDROLASE2 (A0A520HLL9)	MOL_ID: 1;2 MOLECULE: METAL-DEPENDENT HYDROLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SPHINGOMONAS SP.;3 ORGANISM_TAXID: 28214	METAL-DEPENDENT HYDROLASE	8
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A2V8IR50)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1978231	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAA (A0A512AU91)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ADHAERIBACTER AEROLATUS;3 ORGANISM_TAXID: 670289	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAA	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0F9GPE5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MARINE SEDIMENT METAGENOME;3 ORGANISM_TAXID: 412755	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN (A0A2E3U8X3)	MOL_ID: 1;2 MOLECULE: FERRITIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMMAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1913989	FERRITIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A653K8F2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACINETOBACTER PROTEOLYTICUS;3 ORGANISM_TAXID: 1776741	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHANE MONOOXYGENASE COMPONENT2 A BETA CHAIN/PROPANE MONOOXYGENASE SMALL SUBUNIT (A0A4V3F620)	MOL_ID: 1;2 MOLECULE: METHANE MONOOXYGENASE COMPONENT A BETA CHAIN/PROPANE3 MONOOXYGENASE SMALL SUBUNIT;4 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PANACAGRIMONAS PERSPICA;3 ORGANISM_TAXID: 381431	METHANE MONOOXYGENASE COMPONENT A BETA CHAIN/PROPANE3 MONOOXYGENASE SMALL SUBUNIT	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A4R2CBZ1)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: KRIBBELLA SP. VKM AC-2500;3 ORGANISM_TAXID: 2512214	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR ADRENOCORTICOTROPIC HORMONE2 RECEPTOR (A0A6P6R5Z4)	MOL_ID: 1;2 MOLECULE: ADRENOCORTICOTROPIC HORMONE RECEPTOR;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CARASSIUS AURATUS;3 ORGANISM_TAXID: 7957	ADRENOCORTICOTROPIC HORMONE RECEPTOR	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3D1RAY8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MYXOCOCCALES BACTERIUM;3 ORGANISM_TAXID: 2026763	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A1C2FZY6)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDIFERROBACTER THIOOXYDANS;3 ORGANISM_TAXID: 163359	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR AMINOPYRIMIDINE AMINOHYDROLASE2 (A0A2H5ZGM0)	MOL_ID: 1;2 MOLECULE: AMINOPYRIMIDINE AMINOHYDROLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACTERIUM HR29;3 ORGANISM_TAXID: 2035424	AMINOPYRIMIDINE AMINOHYDROLASE	12
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (H5U2V3)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GORDONIA SPUTI NBRC 100414;3 ORGANISM_TAXID: 1089453	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENOL 2-MONOOXYGENASE2 (A0A651EY69)	MOL_ID: 1;2 MOLECULE: PHENOL 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: OCEANOSPIRILLALES BACTERIUM;3 ORGANISM_TAXID: 1914300	PHENOL 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAI (A0A2G2J2D0)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ROBIGINITOMACULUM SP;3 ORGANISM_TAXID: 2030823	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DUF4142 DOMAIN-CONTAINING2 PROTEIN (A0A2G1W4K6)	MOL_ID: 1;2 MOLECULE: DUF4142 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHODOPIRELLULA BAHUSIENSIS;3 ORGANISM_TAXID: 2014065	DUF4142 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A062L3T0)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACINETOBACTER BAUMANNII 1571545;3 ORGANISM_TAXID: 1310816	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (B5HTB5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SVICEUS ATCC 29083;3 ORGANISM_TAXID: 463191	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HIGH-AFFINITY IRON TRANSPORTER2 (A0A3E1DQ79)	MOL_ID: 1;2 MOLECULE: HIGH-AFFINITY IRON TRANSPORTER;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS NITROTOGA SP. CP45;3 ORGANISM_TAXID: 2184309	HIGH-AFFINITY IRON TRANSPORTER	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7Y6PYE9)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: KOFLERIACEAE BACTERIUM;3 ORGANISM_TAXID: 2212474	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DIGUANYLATE CYCLASE (GGDEF)2 DOMAIN-CONTAINING PROTEIN (A0A1H0AB62)	MOL_ID: 1;2 MOLECULE: DIGUANYLATE CYCLASE (GGDEF) DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PAENIBACILLUS JILUNLII;3 ORGANISM_TAXID: 682956	DIGUANYLATE CYCLASE (GGDEF) DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR CUPIN_2 DOMAIN-CONTAINING2 PROTEIN (A0A2E1RGC7)	MOL_ID: 1;2 MOLECULE: CUPIN_2 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HALOBACTERIOVORACEAE BACTERIUM;3 ORGANISM_TAXID: 2026745	CUPIN_2 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR MONOCARBOXYLATE TRANSPORTER 52 ISOFORM X2 (A0A3Q0GUG8)	MOL_ID: 1;2 MOLECULE: MONOCARBOXYLATE TRANSPORTER 5 ISOFORM X2;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALLIGATOR SINENSIS;3 ORGANISM_TAXID: 38654	MONOCARBOXYLATE TRANSPORTER 5 ISOFORM X2	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A538FC57)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1883427	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (G8TWN1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SULFOBACILLUS ACIDOPHILUS (STRAIN ATCC 700253 /3 DSM 10332 / NAL);4 ORGANISM_TAXID: 679936	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PAS DOMAIN S-BOX PROTEIN2 (A0A846HHF1)	MOL_ID: 1;2 MOLECULE: PAS DOMAIN S-BOX PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HASSALLIA BYSSOIDEA VB512170;3 ORGANISM_TAXID: 1304833	PAS DOMAIN S-BOX PROTEIN	4
ALPHAFOLD MONOMER V2.0 PREDICTION FOR LONG-CHAIN FATTY ALDEHYDE2 DECARBONYLASE (A0A6M9D3L9)	MOL_ID: 1;2 MOLECULE: LONG-CHAIN FATTY ALDEHYDE DECARBONYLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOMONAS SP. 13159349;3 ORGANISM_TAXID: 2662034	LONG-CHAIN FATTY ALDEHYDE DECARBONYLASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A4P5Y3M1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PLANCTOMYCETES BACTERIUM;3 ORGANISM_TAXID: 2026780	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A4S1E4Z2)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALCALIGENACEAE BACTERIUM 429;3 ORGANISM_TAXID: 2562948	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR P-AMINOBENZOATE N-OXYGENASE2 AURF (A0A433E881)	MOL_ID: 1;2 MOLECULE: P-AMINOBENZOATE N-OXYGENASE AURF;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. NP10;3 ORGANISM_TAXID: 1141731	P-AMINOBENZOATE N-OXYGENASE AURF	16
